1028
9.335000	9.568000	0.000000
-0.006720	0.002654	0.000000
0.001342	0.053978	0.000000
-0.000689	0.116820	0.000000
0.000439	0.176736	0.000000
-0.000305	0.237429	0.000000
0.000222	0.296429	0.000000
-0.000164	0.355029	0.000000
0.000120	0.411849	0.000000
-0.000084	0.467575	0.000000
0.000054	0.521232	0.000000
-0.000028	0.573244	0.000000
0.000003	0.622848	0.000000
0.000021	0.670335	0.000000
-0.000045	0.715074	0.000000
0.000070	0.757281	0.000000
-0.000098	0.796423	0.000000
0.000129	0.832673	0.000000
-0.000166	0.865571	0.000000
0.000211	0.895276	0.000000
-0.000270	0.921382	0.000000
0.000352	0.944055	0.000000
-0.000476	0.962923	0.000000
0.000686	0.978190	0.000000
-0.001113	0.989472	0.000000
0.002342	0.997128	0.000000
-0.021286	1.000000	0.000000
-0.087192	0.996003	0.000000
-0.149071	0.987747	0.000000
-0.213265	0.975709	0.000000
-0.274182	0.959817	0.000000
-0.335774	0.940232	0.000000
-0.394346	0.916960	0.000000
-0.452624	0.890172	0.000000
-0.507794	0.859911	0.000000
-0.561955	0.826369	0.000000
-0.612806	0.789621	0.000000
-0.662066	0.749878	0.000000
-0.707781	0.707245	0.000000
-0.751418	0.661950	0.000000
-0.791276	0.614123	0.000000
-0.828648	0.564008	0.000000
-0.862032	0.511757	0.000000
-0.892594	0.457627	0.000000
-0.918994	0.401789	0.000000
-0.942305	0.344508	0.000000
-0.961325	0.285973	0.000000
-0.977058	0.226453	0.000000
-0.988423	0.166148	0.000000
-0.996370	0.105330	0.000000
-0.999925	0.044207	0.000000
-1.000000	-0.016950	0.000000
-0.995715	-0.077929	0.000000
-0.987954	-0.138465	0.000000
-0.975924	-0.198345	0.000000
-0.960485	-0.257314	0.000000
-0.940924	-0.315162	0.000000
-0.918086	-0.371646	0.000000
-0.891328	-0.426564	0.000000
-0.861482	-0.479687	0.000000
-0.827972	-0.530826	0.000000
-0.791620	-0.579770	0.000000
-0.751907	-0.626344	0.000000
-0.709647	-0.670359	0.000000
-0.664376	-0.711658	0.000000
-0.616899	-0.750074	0.000000
-0.566799	-0.785471	0.000000
-0.514873	-0.817709	0.000000
-0.460747	-0.846675	0.000000
-0.405207	-0.872257	0.000000
-0.347917	-0.894364	0.000000
-0.289652	-0.912914	0.000000
-0.230106	-0.927845	0.000000
-0.170042	-0.939103	0.000000
-0.109180	-0.946653	0.000000
-0.048268	-0.950473	0.000000
0.012952	-0.950554	0.000000
0.073750	-0.946907	0.000000
0.134370	-0.939551	0.000000
0.194101	-0.928524	0.000000
0.253176	-0.913876	0.000000
0.310906	-0.895675	0.000000
0.367517	-0.873995	0.000000
0.422348	-0.848934	0.000000
0.475621	-0.820592	0.000000
0.526703	-0.789093	0.000000
0.575819	-0.754561	0.000000
0.622366	-0.717145	0.000000
0.666575	-0.676990	0.000000
0.707875	-0.634269	0.000000
0.746506	-0.589144	0.000000
0.781932	-0.541809	0.000000
0.814406	-0.492443	0.000000
0.843425	-0.441256	0.000000
0.869260	-0.388441	0.000000
0.891444	-0.334220	0.000000
0.910265	-0.278797	0.000000
0.925294	-0.222406	0.000000
0.936838	-0.165256	0.000000
0.944505	-0.107587	0.000000
0.948623	-0.049613	0.000000
0.948839	0.008424	0.000000
0.945500	0.066311	0.000000
0.938290	0.123805	0.000000
0.927580	0.180697	0.000000
0.913090	0.236749	0.000000
0.895209	0.291760	0.000000
0.873695	0.345497	0.000000
0.848957	0.397772	0.000000
0.820785	0.448363	0.000000
0.789607	0.497095	0.000000
0.755247	0.543760	0.000000
0.718148	0.588200	0.000000
0.678163	0.630225	0.000000
0.635752	0.669695	0.000000
0.590792	0.706441	0.000000
0.543757	0.740345	0.000000
0.494548	0.771259	0.000000
0.443647	0.799090	0.000000
0.390977	0.823713	0.000000
0.337027	0.845061	0.000000
0.281736	0.863035	0.000000
0.225597	0.877594	0.000000
0.168562	0.888665	0.000000
0.111124	0.896237	0.000000
0.053244	0.900263	0.000000
-0.004585	0.900759	0.000000
-0.062398	0.897708	0.000000
-0.119711	0.891152	0.000000
-0.176553	0.881102	0.000000
-0.232450	0.867629	0.000000
-0.287436	0.850769	0.000000
-0.341049	0.830620	0.000000
-0.393325	0.807244	0.000000
-0.443821	0.780765	0.000000
-0.492583	0.751269	0.000000
-0.539183	0.718903	0.000000
-0.583682	0.683775	0.000000
-0.625673	0.646056	0.000000
-0.665231	0.605873	0.000000
-0.701975	0.563416	0.000000
-0.735995	0.518829	0.000000
