2055
0.000000	0.027669
0.000000	-0.006315
0.006695	0.003265
0.000000	-0.002106
0.003353	0.001511
0.000000	-0.001156
0.002182	0.000926
0.000000	-0.000768
0.001592	0.000658
0.000000	-0.000579
0.001240	0.000523
0.000000	-0.000484
0.001007	0.000460
0.000000	-0.000446
0.000845	0.000442
0.000000	-0.000446
0.000727	0.000457
0.000000	-0.000475
0.000639	0.000500
0.000000	-0.000530
0.000574	0.000567
0.000000	-0.000610
0.000527	0.000659
0.000000	-0.000714
0.000495	0.000776
0.000000	-0.000845
0.000476	0.000922
0.000000	-0.001006
0.000471	0.001100
0.000000	-0.001203
0.000479	0.001316
0.000000	-0.001441
0.000503	0.001578
0.000000	-0.001729
0.000548	0.001895
0.000000	-0.002079
0.000619	0.002281
0.000000	-0.002504
0.000730	0.002748
0.000000	-0.003016
0.000902	0.003308
0.000000	-0.003621
0.001183	0.003950
0.000000	-0.004279
0.001677	0.004574
0.000000	-0.004765
0.002684	0.004701
0.000000	-0.004091
0.005250	0.002777
0.000000	-0.012660
0.293095	-1.497503
0.414705	-1.956140
0.333732	-1.707088
0.222614	-2.118701
0.050127	-1.344181
0.103694	1.524547
0.221914	1.135647
0.249282	1.234788
0.225021	1.012383
0.160310	1.029758
0.095384	0.849813
0.062863	1.186307
0.092456	1.464159
0.157202	1.531541
0.218716	1.411718
0.242970	1.437363
0.209551	1.314229
0.092036	1.305340
0.055958	-1.076845
0.228258	-1.800323
0.335958	-1.550144
0.369915	-1.665046
0.301452	-1.391543
0.188689	-1.503508
0.035162	-0.303252
0.108031	1.921691
0.208666	1.856339
0.231365	2.214164
0.185756	2.206525
0.121964	2.681622
0.052116	2.334548
0.071917	1.388204
0.142853	1.211554
0.207573	1.578143
0.220521	1.541122
0.201374	2.045715
0.078024	1.397364
0.078742	-1.652961
0.253107	-1.168388
0.355573	-1.158106
0.381722	-1.147848
0.307217	-0.955712
0.166493	-1.578807
0.052276	0.029142
0.125406	3.012958
0.188144	1.849650
0.184153	2.543734
0.142382	1.742277
0.072963	2.828594
0.055490	-1.484323
0.120511	-2.735980
0.191689	-2.449187
0.208257	-2.536745
0.186149	-2.780163
0.074117	-2.342368
0.073871	0.853911
0.244556	0.728403
0.348252	0.702089
0.376508	0.892946
0.312471	0.741144
0.168061	1.290311
