2055
0.030816	0.032681
0.000000	-0.009649
0.004383	0.006377
0.000000	-0.005145
0.002459	0.004523
0.000000	-0.004161
0.001794	0.003933
0.000000	-0.003785
0.001466	0.003687
0.000000	-0.003624
0.001277	0.003585
0.000000	-0.003566
0.001159	0.003562
0.000000	-0.003569
0.001084	0.003587
0.000000	-0.003614
0.001035	0.003649
0.000000	-0.003691
0.001007	0.003740
0.000000	-0.003795
0.000994	0.003856
0.000000	-0.003924
0.000994	0.003998
0.000000	-0.004079
0.001006	0.004166
0.000000	-0.004259
0.001031	0.004360
0.000000	-0.004469
0.001068	0.004585
0.000000	-0.004710
0.001120	0.004844
0.000000	-0.004988
0.001190	0.005143
0.000000	-0.005310
0.001283	0.005489
0.000000	-0.005682
0.001408	0.005891
0.000000	-0.006117
0.001579	0.006361
0.000000	-0.006626
0.001820	0.006913
0.000000	-0.007224
0.002180	0.007561
0.000000	-0.007924
0.002765	0.008310
0.000000	-0.008714
0.003857	0.009116
0.000000	-0.009477
0.006297	0.009761
0.000000	-0.011306
0.306192	-0.164103
0.394760	-0.231973
0.357214	-0.150913
0.323206	-0.164639
0.245267	-0.060742
0.167077	-0.074196
0.078250	0.117420
0.015954	0.470253
0.047822	-2.799643
0.091990	-2.698634
0.100121	-2.458487
0.102132	-2.245283
0.080841	-1.897381
0.063289	-1.505070
0.049447	-0.834726
0.042153	-0.256805
0.033064	0.819741
0.043216	1.617233
0.065331	2.769380
0.104009	1.948169
0.145426	-3.134696
0.189857	-2.512882
0.226771	-2.563390
0.257805	-2.132349
0.273073	-2.145329
0.276933	-1.773268
0.267633	-1.792777
0.248642	-1.460573
0.216531	-1.512473
0.180293	-1.185894
0.136760	-1.302441
0.094331	-0.983421
0.056483	-1.313478
0.028668	-1.327166
0.023279	-2.917610
0.038645	-2.077254
0.048974	2.872092
0.055336	3.528728
0.052800	0.537169
0.047134	-3.860307
0.034783	-2.554897
0.023964	-3.570696
0.007994	-2.036267
0.005074	0.649044
0.017969	0.136856
0.028935	0.178369
0.037118	0.205983
0.042509	0.120425
0.045052	0.205049
0.046617	0.077566
0.043613	0.195595
0.038575	0.030867
0.030011	0.202894
0.020677	-0.026547
0.008136	0.333436
0.003670	-2.179599
0.017189	-3.205121
0.030521	-2.901000
0.041976	-3.031194
0.051442	-2.892605
0.054172	-2.989200
0.053636	-2.844806
0.048536	-3.037423
0.036693	-2.459606
0.020407	2.575358
0.026748	1.685282
0.055446	1.373712
0.089557	1.239629
0.126997	1.357228
0.164818	1.342223
0.200075	1.578553
0.228652	1.568198
0.245100	1.860102
0.252692	1.832232
0.250809	2.193750
0.239775	2.098291
0.215787	2.610466
0.180827	2.342081
0.140901	3.330314
0.097023	1.013551
0.057010	-3.287287
0.028253	-1.641104
0.030472	-0.795575
0.045950	0.126838
0.052828	0.343125
0.056051	0.957245
0.053640	1.348108
0.057006	2.005375
0.067144	2.408494
0.074820	2.780228
0.068553	2.807164
0.050402	-2.750609
0.013182	-2.257400
0.040554	0.483949
0.113942	-0.026137
0.182170	0.463298
0.249851	0.214456
0.295398	0.543323
0.327889	0.294309
0.334982	0.539293
0.313200	0.289028
0.272473	0.504676
0.214377	0.220369
0.142156	0.381667
0.074524	0.073082
0.015529	-0.364278
0.028221	-3.649117
0.058933	0.685509
0.065776	3.368153
0.063464	2.354646
0.053306	2.307384
0.050377	1.432488
0.054199	1.062646
0.057836	0.441196
0.055065	0.264652
0.046734	-0.218811
0.024573	-0.534050
0.017392	-2.329048
0.050914	2.136597
0.090344	2.959308
0.131989	2.335965
0.167959	2.383434
0.193525	2.004860
0.212177	1.979383
0.224514	1.678308
0.229787	1.643981
0.222620	1.373821
0.203864	1.336256
0.180780	1.081751
0.150959	1.064949
0.119091	0.865141
0.086135	0.887514
0.055208	0.750190
0.025165	0.964738
0.012794	2.010609
0.026855	3.040766
0.040154	2.869673
0.048630	3.125209
0.052295	2.831312
0.050785	3.106943
0.046394	2.726826
0.039317	3.152387
0.029821	2.551047
0.019571	3.580542
0.009130	-0.078229
0.003480	-2.294192
0.010637	-0.155199
0.018338	-0.736629
0.025035	-0.138079
0.029510	-0.475133
0.033064	-0.054258
0.035061	-0.330219
0.035938	0.021137
0.034423	-0.241322
0.032012	0.100909
0.027142	-0.204006
0.020771	0.177601
0.010755	-0.315749
0.002657	1.541090
0.010934	3.152282
0.022798	3.034133
0.033346	2.984056
0.044317	3.027650
0.050166	2.810077
0.051486	3.060649
0.048574	2.583912
0.041395	3.420984
0.026239	0.355451
0.017616	-2.911190
0.036285	-1.090379
0.069990	-1.676553
